frame_start,frame_end,joint,diff_angle_rad,axis_x,axis_y,axis_z
0,1,13,0.043891907,-0.265494436,-0.720132887,0.641125083
0,1,16,0.036172874,-0.450179905,-0.826919079,0.337048113
0,1,18,0.035728518,-0.779741645,-0.169891059,0.602760851
0,1,20,0.038934730,-0.280946583,-0.094084769,0.955144644
0,1,14,0.047927387,-0.217635676,0.599392056,-0.770289898
0,1,17,0.043157831,-0.377362281,0.897122204,-0.230363533
0,1,19,0.028713509,-0.771309972,0.368087232,-0.519379556
0,1,21,0.029685203,-0.411461145,0.132674992,-0.901767075
1,2,13,0.054462008,-0.224437937,-0.751080096,0.620891333
1,2,16,0.038738269,-0.555265486,-0.708812296,0.435400933
1,2,18,0.040057592,-0.746506751,-0.208457783,0.632220984
1,2,20,0.050386660,-0.052729972,-0.002634515,0.998687506
1,2,14,0.060007229,-0.185428560,0.618539810,-0.763583839
1,2,17,0.041559190,-0.489874393,0.798395872,-0.350322157
1,2,19,0.044736661,-0.729844034,0.479200840,-0.487615496
1,2,21,0.038707480,-0.381895125,0.063970648,-0.922143281
2,3,13,0.059331864,-0.199579716,-0.791816354,0.577299237
2,3,16,0.043804903,-0.441129804,-0.567720413,0.695025265
2,3,18,0.044747323,-0.811700761,-0.184433147,0.554490030
2,3,20,0.057565358,-0.017142676,-0.094099656,0.995430291
2,3,14,0.061688427,-0.175165534,0.682695091,-0.709439754
2,3,17,0.047677986,-0.426040471,0.649117231,-0.630156159
2,3,19,0.054079760,-0.742342353,0.479838312,-0.467679083
2,3,21,0.037244588,-0.125750139,0.177109495,-0.976241529
3,4,13,0.057045221,-0.205870211,-0.937456727,0.281029582
3,4,16,0.064474411,-0.160643563,-0.385437936,0.908676624
3,4,18,0.046804808,-0.933713675,0.004377622,0.358138233
3,4,20,0.052527502,0.257630557,-0.127338976,0.957818151
3,4,14,0.052172221,-0.089449383,0.879972577,-0.466601402
3,4,17,0.072585642,-0.171697259,0.344880342,-0.922793210
3,4,19,0.057932846,-0.752205670,0.517612517,-0.407972753
3,4,21,0.035278566,0.104503721,0.216824129,-0.970739365
4,5,13,0.053284675,-0.075499490,-0.952532530,0.295147389
4,5,16,0.068776548,-0.122788131,-0.445587546,0.886831343
4,5,18,0.044097856,-0.885036528,0.290252090,0.364180446
4,5,20,0.037992492,0.049695831,-0.029382346,0.998489916
4,5,14,0.047767922,0.065759972,0.885884643,-0.459224641
4,5,17,0.085420825,-0.163457558,0.305803508,-0.937994540
4,5,19,0.045161035,-0.777280569,0.398970664,-0.486605972
4,5,21,0.033787206,0.274420977,0.185517579,-0.943501890
