frame_start,frame_end,joint,diff_angle_rad,axis_x,axis_y,axis_z
0,1,13,0.009238723,0.615956843,0.785496294,0.059882294
0,1,16,0.015409934,0.099930316,0.587620974,0.804130495
0,1,18,0.031219784,-0.339747518,-0.765096307,0.546969831
0,1,20,0.047296379,-0.872537434,0.348323733,-0.342806011
0,1,14,0.008141281,0.059963658,0.805386066,-0.595158696
0,1,17,0.021126375,0.632581115,0.751717925,-0.186305091
0,1,19,0.031974375,0.356059372,0.480774254,0.801457465
0,1,21,0.065030485,-0.749599874,-0.304322630,0.587932110
1,2,13,0.011430386,0.483845085,0.844675839,-0.230748013
1,2,16,0.020191563,-0.328081995,0.593418539,0.735129178
1,2,18,0.024772914,-0.515886128,-0.752413332,0.410462379
1,2,20,0.054216273,-0.911422014,0.390851408,-0.129026055
1,2,14,0.009814342,0.042107947,0.178757846,-0.983753145
1,2,17,0.019653020,0.636637807,0.758928299,0.138929322
1,2,19,0.037084199,0.377763778,0.383304626,0.842790484
1,2,21,0.062349752,-0.789729416,-0.275679111,0.548139036
2,3,13,0.016442876,0.412786454,0.870055377,-0.270100534
2,3,16,0.019989818,-0.250339836,0.749271989,0.614335477
2,3,18,0.025287293,-0.577192605,-0.665488601,0.473596215
2,3,20,0.051375467,-0.934872985,0.353433341,0.033863470
2,3,14,0.012158124,0.560799956,0.361128211,-0.746458650
2,3,17,0.018580435,0.616985679,0.715502858,0.329147160
2,3,19,0.039770856,-0.361234397,0.125580385,0.924175143
2,3,21,0.099231042,-0.970154107,-0.055302545,0.236054420
3,4,13,0.020203369,0.345175654,0.790150404,-0.507096410
3,4,16,0.024030330,-0.231170222,0.813515723,0.534217656
3,4,18,0.026753379,-0.604871809,-0.675920427,0.421578676
3,4,20,0.058616191,-0.900759935,0.409066558,-0.145801470
3,4,14,0.012410435,0.894481003,0.139065668,-0.429069430
3,4,17,0.017414659,0.376183957,0.619722188,0.688807845
3,4,19,0.040969811,-0.777349949,0.043905929,0.627554357
3,4,21,0.106630266,-0.986893952,0.036907069,0.157208517
4,5,13,0.026815690,0.249849424,0.799944043,-0.545651555
4,5,16,0.025503229,-0.032121886,0.913715184,0.405008256
4,5,18,0.029933155,-0.645607829,-0.658481061,0.386623353
4,5,20,0.051110234,-0.925569832,0.360526413,-0.115565233
